ID,Language_ID,Analect,Label,Source,Comment
438,huallaga-huanuco-quechua,F,,weber-1989,"Each of the possessive forms listed below display allomorphic variants, see Weber (1989:54-5) for details. The forms given here are the variants with the widest distribution (the 'elsewhere' variants)."
439,ratahan,F,,himmelmann-1999,"As noted in the comments to the relevant cells, an initial /i/ may be dropped from those forms listed consisting of three or four syllables (Himmelmann 1999:31)."
440,kwamera,F,,lindstrom-and-lynch-1994,"In addition to the forms listed below, a set of trial pronouns also exists. See Lindstrom et al. (1994:6) for paradigms including these forms and associated discussion."
441,maori,F,,harlow-1996,"In all clause types A and S pronouns appear unmarked while O pronouns are marked by the preposition /i/ (Harlow 1996:27). Since /i/ is not analysed as incorporated into the head of the marked object phrase, this element has not been included with the O forms listed below. In addition, when acting as possessives, the forms listed below appear following one of four possessive prepositions and immediately precede the possessed noun phrase (Harlow 1996:20-2). Each of the four possessive prepositions index a certain form of possession as discussed by Harlow (1996:20-2)."
442,mangarayi,F,,merlan-1989,"Demonstrative pronouns, which mark a 'distant/non-distant' distinction, are used in place of third person S, A, and O personal pronouns (Merlan 1989:99). The third person forms listed below are the non-distant forms, see Merlan (1989:107 ff) for a full discussion of all demonstrative pronouns and the properties of the distance distinction. In addition to this, in all persons trial forms exist for all functions S, A, O, and Poss. See Merlan (1989:102) for the first and second person nominative (= S and A) and accusative ( = O) trial forms, Merlan (1989:110) for the third person (= demonstrative) nominative (= S and A) and accusative (= O) trial forms, and Merlan (1989:106) for the trial possessives."
443,vaeakau-taumako,F,,naess-2000,"The forms listed below are given in the system of transcription adopted by Næss (2000). In this system /lh/ represents what is terms an 'aspirated lateral' (Næss 2000:7) while vowels carrying a macron are long (Næss 2000:10). In addition, the language marks a distinction between 'o-possession' and 'a-possession' (see Næss 2000:17 for a discussion of the import of this distinction). In the former case the possessive pronoun is preceded by the possessive preposition /o/ and in the latter case by /a/. Although a number of the possessive forms listed below are given in Næss (2000:34) as a single word incorporating the preceding possessive preposition, in all cases the preposition has been excluded from the forms listed below. Finally, also note, in addition to the possessive forms listed below, which follow the possessed noun, a set of pre-nominal free possessives as well as a set of possessive suffixes exist, see Næss (2000:35-8) for these forms alongside associated discussion of their use and distribution."
444,nothern-sotho,F,,lourwrens-el-al-1995,
445,mewati,F,,gusain-2003,"In the analysis of Gusain (2003:19-20), the third person forms listed below are in fact best considered demonstratives. In addition to this, all pronouns of the language may appear in two case forms, the 'direct' and the 'oblique' (Gusain 2003:19-20). When functioning as S, A or O the pronouns appear in the 'direct' case. On the other hand, all possessors including pronominals appear in the oblique case and are marked periphrastically by one of a set of possessive postpositions which each index a certain type of possessive relation (see Gusain 2003:23 for discussion)."
446,lingala,F,,meeuwis-2010,"The forms listed below are given in the system of transcription adopted by Meeuwis (2010). In addition, when functioning as possessives, the pronouns listed appear immediately following the unbound connective element /na/ which in turn immediately follows the possessed noun (Meeuwis 2010:59)."
447,chichewa,,,bentley-and-kulemeka-2001,"The forms listed are given the system of transcription adopted by Bentley and Kulemeka (2001). In addition, when functioning as possessives the forms below precede the possessed noun and are marked by a free morpheme that agrees with the possessed noun in number and gender (Bentley and Kulemeka 2001:14)."
448,yeyi,F,,seidel-2008,"The forms listed below are given in the system of transcription used by Seidel (2008). In addition to the A, S, and O forms listed below, a paradigm of monosyllabic personal pronouns also exists, see Seidel (2008:168 ff) for these forms and attendant discussion. Also note, the possessive forms listed below are bound stems that index the person or, in the case of third person referents, the noun class of the possessor (Seidel 2008:163). These forms are obligatorily marked with an prefixal concord morpheme which indexes the noun class of the possessum (Seidel 2008:163). Related to this, note that the third person possessive forms listed below are in fact the possessive stems used for class 1 nouns (terms for humans) while the third person plural forms are the stems used for class 2 nouns (one of the plural associates of class 1). Finally, an additional paradigm of 'complex possessive' forms also exists, see Seidel (2008:166 ff) for discussion of the form and function of the elements of this paradigm."
449,ekegusii,F,,cammenga-2002,"The forms listed below are given in a phonemic transcription using the system of transcription adopted by Cammenga (2002). Chapter two of Cammenga (2002) contains extensive discussion of phonological rules which account for the surface realisation of the forms listed below. In addition, note that possessive pronouns agree with the possessed noun in noun class and the possessor in number and person (Cammenga 2002:329-32). The forms listed below are those used with class one possessed nouns. See Cammenga (2002:329-31) for a complete statement of the forms for possessed nouns of all classes."
450,dogon-tommo-so,F,,plungian-1995,
451,malayalam,F,,asher-and-kumari-1997,"The forms listed below are given in a phonemic transcription consistent with the International Phonetic Alphabet (IPA), with one partial exception. Specifically, note that while /r/ represents an alveolar tap/trill, as in the IPA, /ɾ/ here represents what is described as a 'voiced apico-dentialveolar tap with a distinct palatal resonance' (Asher and Kumari 1997:418). Also note, the languages possesses 3S and 3PL neuter pronouns in all case forms (Asher and Kumari 1997:258-64) which are not listed below. In addition, while there is a gender distinction between 3S masculine (Gender 1 below) and 3S feminine (Gender 2) pronouns this distinction does not exist for 3PL forms with the sole gender distinction being that between shared masculine/feminine forms and neuter forms (Asher and Kumari 1997:258-64)."
454,noon,F,,soukka-2000,There is an animacy and distance distinction in the third person A and S pronouns (Soukka 2000:106).
455,sranan,F,,wilner-2007,
456,jarai,F,,jensen-2014,"In addition to the forms listed below, Jensen (2014:17) also describes a fourth person pronoun /gəʔ/. The properties of this pronoun are similar to the 3S form /ɲu/, ‘except that the [forth-person] pronoun’s reference is treated as more distant in some way’ (Jensen 2014:17)."
457,daasanach,F,,tosco-2001,"The forms listed below are given in the system of transcription employed by Tosco (2001). In addition, note that the third person O form /ʰí/ listed below is, in the terminology of Tosco (2001), a 'Verbal' pronoun that only functions as a third person O form where a nominal object has been left dislocated for pragmatic or syntactic reasons (Tosco 2001:221). In this case /ʰí/ appears in the position from which the object has been 'moved' (Tosco 2001:221). Where no left dislocation occurs, Tosco (2001:221) suggests that (apparently) generic nouns such as /mí/ ('man') serve the function of third person object pronouns. Despite this, Tosco (2001) does not provide discussion that is sufficiently explicit to allow for the determination of precisely what forms are used in place of third person O pronouns, which are listed as absent in the paradigm of 'Object' pronouns (Tosco 2001:211). Thus, subject to future review, /ʰí/ is listed below in order to fill all cells. Finally, the forms listed by Tosco (2001:210-14) as the 'Subject' pronouns are given below as the A/S forms. These pronouns may only appear in what Tosco (2001) terms 'Topicalised' sentences with a 'Perfect' or 'Dependent' verbal form. While elements of two other sets of pronouns may also function as A/S pronouns with other verbal forms (see Tosco 2001:210-14 for discussion), 'Perfect' verbal forms are by far the most common in the language and are 'used for any action unless it is specifically describing an event that has not yet occurred at the time of utterance' (Tosco 2001:264). Hence, the 'Subject' pronouns are reproduced below as the most commonly occurring elements that may serve the A/S function."
458,east-makian-waikyon,F,,bowden-2001,
460,saint-lucian-creole-french,F,,carrington-1984,
461,koromfe,F,,rennison-1997,
462,cupeno,F,,hill-2005,
463,raga,F,lml,vari-bogiri-2011,
464,abma-suru-mwerani,F,app,schneider-2010,
465,malecu,,,constenla-umana-1998,
466,guna-san-blas,,,smith-2014,
467,northern-embera,,,mortensen-1999,
468,bribri,,,constenla-et-al-1979,
469,bribri,,,conrad-et-al-1978,
470,bribri,,,constenla-et-al-1979,
471,cabecar,,,margery-pena-1989,
472,arhuaco,,,frank-1985,
473,boruca,,,castro-2010,
474,teribe,,,quesada-2000,
475,yagua,,,payne-doris-and-payne-thomas-1990,
476,yagua,,,payne-doris-and-payne-thomas-1990,"There is an animated generic form for the 1st (excl) Person Singular (tĩ́ĩ́), 1st (excl) Person Dual (tanúúy) and 1st (excl) Person Plural (tavay). Also, there is an inanimated generic form (tara)."
477,cubeo,,,chacon-2012,
478,bora,,,thiesen-weber-2012,
479,woun-meu,,,fonegra-2000,
480,inga,,,levinsohn-janasoy-2000,
481,carijona,,,moreno-2000,
482,awa-cuaiquer,,,duenas-2000,
483,siona,,,wheeler-2000,
484,ocaina,,,rosselli-2000,
485,muinane,,,walton-hensarling-and-maxwell-2000,Prefixed forms are added to the noun
486,siriano,,,criswell-and-badrup-2000,
487,tuyuca,,,barnes-and-malone-2000,
488,yuruti,,,2000,"There are three possible genitive suffixes for pronouns -ja, -je and -ka. Here class 3 genitive suffix -ka has been used because it applies to the widest range of referents. (See p478.)"
489,macaguan,,,lobo-guerrero-and-herrera-2000,No 3pl forms are mentioned in the text. Third person forms have been assumed to cover both singular and plural pronouns.
490,macaguan,,,lobo-guerrero-and-herrera-2000,
491,achagua,,,lozano-2000,
492,curripaco,,,mosonyi-2000,
493,piapoco,,,mosonyi-2000,
494,piaroa,,,mosonyi2-2000,The alternation in the possessive prefixes is phonologically conditioned by the possessed stem.
495,cogui,,,ortizricaurte-2000,
496,chimila,,,lozano2-2000,
497,wayuu,,,mansen-and-captain-2000,
498,bare,,,ramirez-2000,
499,epena,,,pardo-and-aguirre-1993,
500,embera-baudo,,,pardo-and-aguirre-1993,
501,embera-chami,,,pardo-and-aguirre-1993,
502,embera-catio,,,pardo-and-aguirre-1993,
503,northern-embera,,,pardo-and-aguirre-1993,
504,nadeb,,,bolanos-and-epps-2009,
505,daw,,,bolanos-and-epps-2009,"The only possessive pronominal form in the paper is the form wíʔ- for first person singular. Possession is said to have the order Possessor Possessed, with the possessor taking the suffix -ɛ̃y."
506,yuhup,,,bolanos-and-epps-2009,
507,hupde,,,bolanos-and-epps-2009,No information is provided in the source as to where or how the pronouns are used.
508,kakua,,,bolanos-and-epps-2009,"While the structure of possessive constructions is identified as being Possessor-iʔ Possessed, no separate pronominal forms were provided for possessors."
509,nukak-maku,,,bolanos-and-epps-2009,
510,yucuna,,,yukuna-yukuna-schauer-and-schauer-2005,Most nouns that begin with ja- / heh / ji- lose this syllable in form to indicate possession.
511,tsafiki,,,2002,
512,murui-huitoto,,,pineros-and-roselli-2000,
513,kotiria,,,waltz-and-waltz-2000,
514,tinigua,,,ortiz-2000,
515,cabiyari,,,ramirez-2001,
516,tsafiki,,,2002,"in is a speaker's proximity mark and emphatically; ya is a speaker's proximity mark but not an emphatically; jun and jaa are distal forms. 
The possessor comes before the possessed. 
čike/ če are feminine form of the 1st person dual and plural."
517,chapalaati,,,floyd-2010,
518,yukpa,,,segovia-1999,"-rɨ possessive suffix has the variant -ri. -rshi comes from yemarshi, and the yema- is isolated because it is a redudancy. The possession prefix (ki- and -yi) refers to attributive meaning and the prefix t- suggests a reflexive possession."
519,bari,,,quesada-2004,"""In the expression of possession the personal pronouns...precede the possessum, which in turn takes the prefix (C)a-; the consonant preceding the vowel represents a reduplication of the initial consonant of the pronouns expressing first and second person singular."" p365"
520,tunebo-central,,,headland-1994,eya and eayay are 3st person singular for personal pronoun and possessive pronoun. eyina and eyinay are 3st person plural for personal pronoun and possessive pronoun.
521,guahibo,,,queixalos-2000,
522,guayabero,,,ortiz-1989,
523,chimila,,,amaya-1996,
524,camsa,,,chindoy-1962,The possessive pronoun is sufixed to the possessor. The order is possessor-possessed.
525,resigaro,,,ramirez-2000,"Another material analyzed was from Allin (1976), in which there are some differences on plural forms."
526,cabiyari,,,ramirez-2001,The possessed pronoun is prefixed to the possessed noun
527,mandahuaca,,,ramirez-2001,
528,guambiano,,,vasquez-1988,
529,saliba,,,labrada-2016,
530,maco,,,labrada-2016,
531,yuwana,,,labrada-2016,
532,tucano,,,ramirez-1997,
533,paez,,,jung-2008,
534,tariana,,,aikhenvald-2003,"Gender marked plural pronouns are employed if the sex of plural referents has to be contrasted (otherwise the corresponding masculine pronoun is used). 
The 1st person plural/dual is wahamape; the 2st person plural/dual is ihamape and the 3st person plural/dual is nahamape"
535,shona,F,,fortune-1955,
536,igbo,F,,emenanjo-1987,"eight vowel system, vowels are transcribed according to IPA. o = mid-high back rounded vowel, e = mid-high front vowel. /ɛ/ and /ɔ/ don't occur in the pronouns"
537,zulu,F,,doke-1927,
538,balanta-kentohe,F,,wilson-1961,
539,bijago,F,,wilson-2007,
540,west-central-limba,F,,mukarovsky-19621963,
541,themne,F,,wilson-2007,"A/S forms are ""disjunctives"" (used for emphasis), these can also be (emphasised) O forms. Subjects are indexed with prefixes."
542,baga-sitemu,F,,wilson-2007,"A/S forms are ""disjunctives"" (used for emphasis), these can also be (emphasised) O forms. Subjects are indexed with prefixes.

Baga Sitemu has multiple genders, but the source does not give pronouns for the non-animates, so I've left these cells empty."
544,nalu,F,,wilson-2007,"A/S forms are ""disjunctives"", subject usually indexed with prefix
""For 3SG the disjunctive and genitive forms are for animates, the inanimates are not known."""
545,sua,F,,wilson-2007,"A/S forms given are ""disjunctives"""
546,jola-kasa-husuy,F,,wilson-2007,"A/S/O forms given are the ""disjunctives"", there are also bound O forms which are identical to the possessives."
547,kuwaataay-diembering,F,,wilson-2007,"the A/S/O forms are ""disjunctives"", there are also bound forms identical to the possessive forms."
548,cassanga,F,,wilson-2007,"The A/S forms I've entered are ""disjunctives"""
549,cobiana,F,,wilson-2007,"The A/S forms I've entered are ""disjunctives"""
550,banhum,F,,wilson-2007,"The A/S forms I've entered are ""disjunctives"""
551,biafada,F,,wilson-2007,A/S/O forms are disjunctives.
552,pajade,F,,wilson-2007,"A/S/O forms are ""disjunctives"". Incomplete genitive paradigm (only singulars) in source"
553,konyagi,F,,wilson-2007,"A/S/O forms are ""disjunctives"".
There are separate subject and object suffixes (pp117-118).

The nasal flap is transcribed [ ɾ̃ ], as according to apparent IPA conventions"
554,tanda,F,,wilson-2007,
555,karon,F,,wilson-1961,A/S/O forms are disjunctives.
556,kupang-malay,F,,jacob-and-grimes,
557,ndut,F,,morgan-1996,"""Note that no gender distinctions  are  made in the pronominal system"" (Morgan 1996:25)"
558,wolof,F,,ngom-2003,No gender in 3rd person pronouns.
559,engenni,F,,thomas-1978,1SG O and 2SG O are described as enclitics/suffixes used instead.
561,daloa-bete,F,,zogbo-2004,tones represented with tone bars. initial tones of O forms apply to the verb to which the form attaches. (The O forms are a bit confusing for me; might be good for a French speaker to check the source regarding them; page 52)
562,southern-grebo,F,,innes-1966,Tones represented by tone bars. Indicative A/S pronouns given (these aren't analysed suffixes) 2SG A/S is marked by absence of a pronoun.
563,ega,F,,bole-richard-1983,"Tones represented with bars, the possessive forms consist of a consonantal prefix and floating tone which attached to the possessum. I can't find a 3SG gender possessive form."
564,ewe,F,,ameka-1991,
565,aja,F,,morley-2010,"The possessive pronouns presented here are the most commonly used of the alienable possessive pronouns. The inalienable paradigm consists of free pronouns also. 
There are 2 A, S and O paradigms: 1. free forms, 2. clitics. The free forms have been entered here."
566,tafi,F,,bobuafor-2013,108
567,akebu,F,,wolf-1907,All poss. forms (except 1SG) are listed with alternative forms in which schwa is replaced with /a/. These alternative forms are given in brackets. No possessive for 3SG gender 2 is given.
568,tuwuli,F,,harley-2005,
569,adioukrou,F,,herault-1978,"The A/S forms given here are those used as ""determinants of a determinative and phrase in apposition"" O forms are suffixes, with the exception of 3SG inanimate."
570,attie,F,,kutsch-et-al-1983,Tone given with bars to avoid complex diacritics
571,alladian,F,,duponchel-1983,"A/S pronouns have ATR harmony, only one form given here."
572,ga,F,,kropp-dakubu-1976,
573,mbato,F,,grassias-and-bole-richard-1983,"There are two series of A/S pronouns with different tones to express different TAM values, I've entered the first series with high tone (perfect[ive])

Série I, high tone = pour l'accompli et le prohibitif
Série I, LH tone = pour l'accompli négatif
Série II, L tone = pour le porgressif
Série II, H tone = pour l'habituel, le futur 2, le futur négatif
Série II, LH tone = pour le futur 1
Série II, M tone = pour l'injonctif"
574,lelemi,F,,allan-1973,"acute = high
grave = low
no diacritic = mid"
575,logba,F,,dorvlo-2008,A/S/Poss. forms are independent. O forms are enclitics. No gender distinctions in O-forms.
576,akan,F,,christaller-1875,
577,nawuri,F,,sherwood-1982,N represents nasal consonant homorganic with following consonant.
578,krobu,F,,mensah-1983,
579,abure,F,,burmeister-1983,
580,bakwe,F,,yepi-2006,I can't find non-subject forms for the third person.
581,banda-ndele,F,,sampson-1997,
582,gbaya-mbodomo,F,,boyd-1997,alienable possessive pronouns shown. Inalienable possessive pronouns are the same as the O series with the exception of wá for 3PL and only nɛ̀ for 3SG
583,ngbandi,F,,toronzoni-1989,
584,mayogo,F,,sawka-2001,
585,zande,F,,gore-1926,
586,mambay,F,,anonby-2008,"1DL.INCL is paradigmatically singular (minimal/augmented system)
Alienable free pronouns entered here. There are also bound inalienable forms."
587,mumuye-zing,F,,shimizu-1983,
588,dii-mambe,F,,bohnhoff-2010,1DL.INCL paradigmatically singular (minimal/augmented system)
590,kolbila,F,,littig-2009,
591,fali,F,,ennulat-and-ennulat-1971,
592,tula,F,,lukas-19551956,
593,dogon-jamsay,F,,heath-2008,"alienable Poss. forms given. There is also an inalienable series, the members of which have the same sound segments as the O forms, with different tonal marking."
594,buamu,F,,morse-1976,"alienable poss. forms given, inalienable forms = O forms"
598,makwe,F,,devos-2008,
599,fulfulde-maasina,F,,breedveld-1995,
600,konni,F,,cahill-1999,"ATR harmony, -ATR forms given"
601,gourmanchema,F,,beckett-1974,"gender 1 = class 1 = human, gender 2 = class 3 = inanimate (only distinction is the inanimate form having optional yu fo O)

""The first and second person possessive is segmentally identical with the pronoun it replaces, and will have mid or high tone according to the tonal pattern occurring on the noun base + suffix follow."" p74"
602,gangam,F,,higdon-2001,tones with tone bars 3SG.GEND2 = inanimate
603,karaboro-eastern,F,,wichser-1994,
604,senoufo-supyire,F,,carlson-1994,"""There are two sets of first and second person pronouns in Kampwo Supyire. One set is used mainly in declarative sentences. The other set is used only in non-declarative sentences such as commands, prohibitions, questions, blessings, vocatives and exclamations."" p151 The declarative forms are presented here. 
""For purposes of agreement, first and second person pronouns are in gender 1, which is semantically the gender of human beings."" p153 Supyrie makes no formal distinction between third person pronouns and determiners. p155 In third person for each gender there are four basic pronoun forms: anaphoric, indefinite/partitive, identifier and deictic identifier. p155 The anaphoric forms for genders 1 & 2 in the singular and gender 1 for plural are provided here."
605,viemo,F,,prost-1979,In one place the 3SG.GEND1 O form is transcribed /wɔ/ in others /wo/
606,toussian-northern,F,,zaugg-coretti-2005,
607,tiefo,F,,winkelmann-1998,
608,wara,F,,prost-1968,
609,kulango-bouna,F,,elders-2008,"O forms are suffixes, Poss. forms are proclitics"
610,bariba,F,,welmers-1952,
611,lobi,F,,maimouna-2007,"different O/A forms for different tenses the passé composé forms are given. These are the simplest forms. Tone not transcribed on pronouns for unclear reasons, neuter/non-human forms not (clearly) given"
612,yom,F,,beacham-1968,
613,farefare,F,,sil-2008,
614,dagaare,F,,kropp-dakubu-2005,"For all singular persons for subject and possessive pronouns there are free forms and clitic forms. The clitic forms are more commonly used, while the free forms are used for emphasis."
615,mampruli,F,,kropp-dakubu-1980,
616,nateni,F,,neukom-1995,
617,mbelimbe,F,,neukom-2004,
618,akpes,F,,agoyi-2001,
619,esan,F,,klomp-1993,
620,samba-daka,F,,boyd-2004,The 2PL A/S forms have many variants.
621,kwanja-njanga,F,,robson-2011,"˥ = extra high, ˦ = high 3SG,GEND2 = impersonal"
622,nizaa,F,,kjelsvik-2002,
623,tikar,F,,stanley-1991,
624,kemedzung,F,,smoes-2010,"Possessive pronouns consist of a root and a prefix corresponding to one of 14 noun classes. The roots are provided here. 

The personal pronouns provided for A, S and O are those belonging to Noun Class 1 for humans."
625,ejagham,F,,watters-1981,"There are nine noun classes. For the personal pronouns ""The third person (referent) forms for all noun classes but 1 and 2 are formed in a regular manner. The pronoun consists of a root and a complex affix. The root is a concord morpheme from the appropriate class. The complex affix consists of a prefixed Ń- and a suffixed -nɛ̀."" p320

The possessive pronominal forms provided here are roots that take one of 9 noun-class prefixes. p327"
626,izere-fobur,F,,lukas-and-willms-1961,"Certain forms not given, as conceded by the source."
627,denya,F,,seguin-1998,Poss. forms for class 1 nouns given
629,noone,F,,hyman-1981,"tone represented with tone bars; they're ugly but they work.

GEND1 = human
GEND2 = class1
possessive pronouns are for when the possessum is class 1"
630,bekwarra,F,,stanford-1967,
631,bete-bendi,F,,oha-2012,
632,ndoe,F,,bystrom-1954,"""Ekparabong [Ndoe] is not like Efik a tone language; the pronunciation is simple and very clear"""
633,mungbam-munken,F,,lovegren-2013,"The preverbal forms of the first person singular pronouns show a discontinuous form mV- followed by a homorganic nasal.
˥ = super-high
˦ = High"
634,mungbam-abar,F,,lovegren-2013,"The preverbal forms of the first person singular pronouns show a discontinuous form mV- followed by a homorganic nasal.
˥ = super-high
˦ = High
Gap in data for 3SG.GEND2.O"
635,mungbam-biya,F,,lovegren-2013,"The preverbal forms of the first person singular pronouns show a discontinuous form mV- followed by a homorganic nasal.
˥ = super-high
˦ = High"
636,mungbam-missong,F,,lovegren-2013,"The preverbal forms of the first person singular pronouns show a discontinuous form mV- followed by a homorganic nasal.
˥ = super-high
˦ = High
Gap in data for 3SG.GEND2.O"
637,mungbam-ngun,F,,lovegren-2013,"The preverbal forms of the first person singular pronouns show a discontinuous form mV- followed by a homorganic nasal.
˥ = super-high
˦ = High"
638,cantonese,F,,matthews-and-yip-1994,
639,arammba-setavi,,,EvansEtAl_2017,"Forms taken from Evans et al, but ultimately taken from Emil Mittag"
640,arammba-setavi,,,EvansEtAl_2017,
641,arammba-setavi,,,EvansEtAl_2017,
642,wara_morehead,,,EvansEtAl_2017,
643,kancha,,,EvansEtAl_2017,
644,ranmo,,,EvansEtAl_2017,
645,nama,,,EvansEtAl_2017,
646,dre,,,EvansEtAl_2017,"Language just spoken by one speaker, and not identified in previous work. Has yet to be assigned a glottolog/ethnologue code"
647,namo-tais,,,EvansEtAl_2017,"This form needs checking - was missed in the elicitation and the current form in this cell is a made-up one, being used as a placeholder"
648,english,,,evans-pc,
649,indonesian-standard,,,quinn,
650,keo-udiworowatu,,,baird-2002,"While there are no dedicated dual forms, any of the plural pronouns may be modified by the numeral 'rua' to indicate dual reference, in the same way any of the plural pronouns may be modified by any numeral to indicate the specific number of referents.

The difference between the 1sg pronouns nga'o and ja'o was historically one of dialect, but tend now to be passed down through the mother's line of descent. 

The pronoun ""sira"" is a polite form that is used to replace any 2nd or 3rd person pronoun."
651,ngiti-icr-lb,,,kutsch-lojenga-1994,"""Subject and object pronouns may be immediately attached to the verb stem. In that case, they are considered clitics, since the are syntactically independent morphemes, phonologically bound to the verb stem."" p190
""...the initial I-, which is present in the citation form, is deleted in context."" p194
The pronouns are written, as found on p192.
A distinction is made between alienable and inalienable possession, where inalienable possession is marked by possessive pronominal suffixes, and alienable possession is marked by free pronouns, as found on p205 and 206."
652,mundari-icr-lb,,,osada-1992,"A, S, O forms found on page 64."
653,mekens-icr-lb,,,galucio-2001,"""The distribution of the personal pronominal system with main verbs results in an ergative pattern that has pronominal bound prefixes marking the S and O arguments, and the free pronouns marking the A argument of the verb."" p77
Personal pronoun forms taken from Table 12 p74."
654,ngiti_icr_wb,,,kutsch-lojenga-constance-1994,Third person male/female not very clear in grammar p.196
655,cora-icr-wb,,,casad-1984,90 min.
656,mekens-icr-wb,,,vilacy-galucio-ana-2001,
657,welsh-icr-kq,,,king-2003,Need to check how the mutation patterns should be entered.
658,mundari-icr-kq,,,osada-1992,10 minutes
659,cora-icr-kq,,,casad-1984,
660,cora_icr_tcc_2,F,,casad-1984,40 minutes
661,mekens_icr_tcc,,,galucio-2001,15 minutes
662,mundari_icr_tcc,,,osada-1992,15 mins
663,welsh-icr-ne,,,king-2003,"General comment wrt possessive series: in addition to an element preceding the possessed noun (e.f. fy '1sg POSS', dy '2sg POSS', the basic form of the pronoun may optionally follow, in addition. Cf plant 'children', dy blant 'your (intim.) children' but also dy blant di. 
There are a number of variants of most pronouns. Here I have entered the commonest variant, favouring the unreduced form where there is a choice, e.g. fy instead of 'y for the 1sg Poss. There are also dialectal variants, e.g. e vs o for the 3sg masc. I have chosen just one of these to enter, namely the e series.
Forms are given in standard Welsh orthography; non-standard values are: <f> = /v/, <ff> = /f/, <ch> = /x/, <ng> = /ŋ/, <y> = /ɨ/, <w> = /u/, <dd>= /ð/, <ll >= /ɬ/.
TIme taken to enter: 45 minutes (split between reading grammar and systematising notes out of it, then entering data.
Some forms trigger a following 'soft mutation' – basically changing voiceless stops to voiced stops, voiced stops to voiced fricatives , and /m/ to /v/ <f>. Since the presence vs absence of a soft-mutation trigger can distinguish forms in the paradigm (e.g. 3sg  masc poss vs 3sg fem poss), it is shown here by a º after the form."
664,burarra,,,green-1987,"1. Not all questions could be fully answered from this source and it will be worth checking the Glasgows' dictionary for followup on some forms
2. I (NE) forgot to add -ICR-NE after the language name and now can't see how to do that
3. I have converted Green's practical orthography into IPA symbols
4. Green analyses Burarra as having a minimal/unit-augmented/augmented system rather than a singular/dual/plural system. At the only point where this generates ambiguity in the mapping (12pl, which could be either 12ua or 12a) I have entered both forms
5. There is a gender distinction (masc vs fem) just in the unit augmented forms (typologically very unusual to have it here but not in the singular/minimal). This is invisible to our coding since we only allow for gender in the singular
6. Within possessive pronouns, there is an 'oblique' set for possession of kin, and a regular 'possessive adjective' set. I have entered the latter only, since they are less restricted in application. Possessive adjectives agree in gender with the possessum. Here I have given the neuter-agreement forms, since they are what is exemplified. The grammar states the rules but does not give all the forms, so these have been constructed according to the rules set out in the grammar. (would be worth checking the Glasgows' dictionary to see if the forms are there)"
665,ngiti_icr_tcc,,,lojenga-constance-kutsch-1994,20 mins
666,icr-welsh-rh,,,king-2005,
667,burarra-icr-rh,,,green-1987,
668,mekens-icr-rh,,,vilacy-2001,
669,cora-icr-ne,,,casad-1984,"The orthography used in the source is an Americanist one, which I have converted to more standard IPA symbols. In particular, <c> > ʦ, <ny> > ɲ, <ty> > c. Acute accents indicate tone and have been retained; doubled vowel letters indicate length.
There are a number of different slots, each with their own form: subject prefixes, subject particles, pausal subjects, and independent subjects. Likewise for possessors there are both bound and free forms. Here we use the independent subject forms, and the independent object forms, which also function as possessor markers. This analytic distinction affects the pattern of syncretism, since distinctions are made in the bound forms (e.g. 2sgO mwa- is distinct from 2sg possessor a-) which are not made in the free forms (mwéeʦi would cover both 2sgO and 2sgPoss). Should we decide to go back and include the bound forms, they are on p. 297.
There are no specialised third person pronouns, these being shown by demonstratives (p. 245, 297). The 'there' form is chosen here as it appears to be the most neutral in discourse, and in any case the paterning of syncretism is independent of which form is chosen. Here again there are some tricky decisions, with different forms for both preverbal and postverbal: I have entered just the postverbal forms, since that is the only position available to subject, object and possessor alike, across all number values: for some reason no form is given for plural pre-verbal forms."
670,mpakwithi,,,dixon-rmw-and-barry-j-blake-1981,
671,yadhaykenu,,,crowley-1983,
672,crow,,,graczyk-2007,"This paradigm contains the bound stems used to create independent pronouns, which when affixed are either contrastive or emphatic. They co-occur with pronominal marking on verbs."
673,gamilaraay,,,giacon-2014,Orthography as used in the source.
674,malay-alor,,,baird-klamer-kratochvil-2004,"1sg, 3sg and 3pl forms have a full form and a reduced form. The full form is used for the first mention of a participant, while the reduced forms are used for A and S arguments that are already understood in discourse."
675,malay-kupang,,,steinhauer-1983,
676,malay-ambon,,,minde-1997,
677,malay-north-moluccan,,,taylor-1983,
678,malay-manado,,,paauw-2009,
679,malay-manado,,,paauw-2009,
680,malay-banda,,,paauw-2009,
681,malay-larantuka,,,paauw-2009,
682,malay-papua,,,paauw-2009,
683,kafoa,,,baird-toappear2017,"The first possessive forms are alienable, the second forms are inalienable. The inalienable form ends in /a/ when the stem is consonant initial."
684,rongga,F,,arka-2016,
685,neveei,,,musgrave-2007,
686,bukawa,,,eckermann-2007,
687,mpur,,,ode-2002,
688,numanggang,,,hynum-2010,"Possessive forms were not discussed in the paper. Examples from the texts included possessive suffixes for 3sg and 3pl, which have been entered into the paradigm. The 1pl pronoun occurred (free) with the genitive suffix. By extension, those person number combinations that did not appear in the paper have had the genitive suffix attached in the possessive column."
689,mathi-mathi,,,blake-et-al-2011,"The third person was generally not expressed at all, it was understood. Deictics served as third person pronouns when necessary for comprehension, quite often with interchanges between different synonymous forms.."" p96-97
Gaps in the paradigm are due to gaps in the source.
3rd person forms are middle distance demonstratives used with third person reference in available texts."
